sd
5.538
5.412
4.680
5.256
5.575
5.456
5.184
6.112
5.543
5.259
6.506
5.469
5.516
6.022
5.711
6.803
6.118
5.526
5.950
6.464
5.651
5.671
5.284
6.205
6.734
6.002
5.895
6.108
5.458
5.082
5.530
5.469
4.251
4.276
5.240
5.145
4.755
5.267
6.084
5.656
5.734
5.639
5.587
6.067
6.257
6.198
5.846
6.297
5.539
5.537
6.269
6.188
5.080
5.654
5.086
5.026
6.068
5.450
5.313
4.849
6.119
5.768
4.800
5.067
4.543
6.021
5.378
5.422
5.604
5.340
6.017
5.611
5.052
5.526
5.559
5.893
5.955
5.253
6.180
6.008
4.924
6.253
5.715
5.592
5.599
5.249
5.580
5.787
5.603
6.108
6.088
6.260
6.289
6.608
5.972
5.870
5.790
5.868
5.755
5.752
5.171
5.828
5.228
5.628
5.072
5.677
5.903
5.249
5.720
6.010
5.277
6.005
5.885
5.769
5.704
5.707
5.785
4.960
5.438
5.475
5.584
5.971
5.847
5.584
4.977
5.121
5.872
6.201
5.694
5.803
5.105
5.976
4.912
5.098
5.513
5.462
5.026
5.183
5.529
5.028
5.022
5.245
5.621
5.568
5.980
6.616
6.457
5.964
6.502
6.536
6.661
6.541
6.525
6.327
5.835
5.684
7.394
6.369
5.687
6.210
5.975
5.696
7.042
7.199
6.125
6.453
6.935
5.775
5.657
5.560
5.725
6.305
5.579
6.258
6.514
6.474
6.410
6.434
6.663
5.749
7.439
6.003
6.603
7.419
5.819
6.459
6.442
6.170
6.044
6.313
6.350
7.263
6.462
7.342
6.467
7.137
7.151
6.278
7.419
7.499
6.791
5.733
6.317
6.408
6.462
6.663
6.550
6.639
7.461
6.736
7.244
6.424
6.255
7.335
7.206
6.656
5.809
6.262
6.582
6.490
7.388
5.933
6.572
7.536
6.674
6.432
6.804
7.287
6.168
5.979
6.581
7.341
6.861
6.091
6.873
7.476
6.731
6.921
6.703
6.634
6.791
6.769
5.950
6.847
6.903
7.175
6.167
6.184
6.180
6.700
6.151
6.766
6.816
6.573
7.522
7.508
7.197
6.485
7.047
5.924
6.639
5.859
6.616
6.424
5.750
6.822
6.356
7.375
5.866
6.744
5.830
6.444
6.280
7.173
6.512
6.585
7.254
6.413
6.392
5.817
5.708
7.280
7.396
5.921
6.578
6.595
6.523
7.225
6.427
6.597
6.824
6.638
7.361
7.467
6.015
6.477
7.579
7.268
6.577
6.006
6.688
6.835
7.579
6.574
6.093
6.795
6.098
7.288
6.535
6.475
6.048
6.334
6.335
5.863
7.169
6.101
6.519
6.352
5.988
7.189
5.774
7.108
6.447
7.192
6.222
6.640
6.374
6.717
7.207
7.352
6.428
6.466
6.298
6.408
7.419
6.344
5.796
6.875
6.047
6.328
6.390
6.489
6.784
7.333
6.443
5.735
6.404
6.454
6.039
7.201
6.265
6.526
7.334
6.338
6.543
6.564
6.683
6.062
6.589
6.541
5.819
6.831
6.611
6.744
6.529
6.097
6.743
6.483
6.324
5.771
5.712
6.782
6.298
5.913
5.881
7.192
6.136
6.407
6.083
6.222
7.074
5.830
5.849
6.505
6.469
5.806
7.272
5.922
5.886
5.849
7.380
6.524
6.397
6.548
6.679
6.197
6.740
6.701
7.588
5.964
5.941
6.429
6.068
6.503
6.688
6.160
6.269
6.789
6.435
6.264
6.567
6.788
6.218
6.539
6.467
6.313
5.713
6.452
7.214
5.169
6.390
6.720
7.046
6.544
6.891
6.369
6.443
6.626
6.007
6.368
5.935
6.220
6.554
6.402
6.686
7.311
5.967
6.567
6.392
5.599
6.169
5.803
6.389
7.061
5.550
6.180
6.380
6.495
6.424
5.959
6.164
5.780
6.289
6.246
6.379
6.163
6.303
6.207
6.917
6.426
7.459
6.491
6.656
6.162
6.346
7.388
6.812
5.848
5.800
7.382
5.863
6.349
7.224
5.743
6.266
7.499
6.511
6.274
6.741
7.415
6.423
7.240
6.790
6.474
5.687
5.712
6.422
6.565
6.335
6.584
5.890
7.360
6.073
7.261
6.725
6.093
7.338
6.014
6.801
6.176
