ave
-0.251
0.045
1.095
-2.673
-0.392
-2.803
1.974
-1.950
2.121
2.605
2.474
-0.181
0.270
-2.222
-1.890
0.712
-0.270
-1.624
-0.229
-0.306
0.308
2.335
1.630
-1.256
-1.327
-0.634
-0.905
-0.671
0.773
-1.373
0.673
1.064
-2.344
2.180
-0.986
-2.480
0.293
-1.409
1.191
-2.783
-0.792
1.588
-1.041
-0.168
1.745
-0.389
0.497
-1.098
0.610
-0.772
2.492
2.125
0.591
-2.101
-2.695
-1.849
-0.299
-2.224
0.792
-0.924
0.537
-2.717
1.597
0.183
0.440
0.156
-2.825
0.984
0.514
0.396
1.879
-0.924
1.878
-0.142
-0.100
1.075
1.628
-0.932
-0.301
1.544
0.560
-0.763
2.550
-2.720
-2.867
-2.285
1.007
1.653
-2.312
-2.178
1.155
1.731
1.154
2.472
1.437
-0.240
0.392
-0.148
-2.300
2.128
1.036
0.848
0.336
0.445
1.906
0.201
-2.182
1.617
-0.367
-0.503
-1.022
2.674
2.198
-0.664
0.990
-0.139
2.206
2.030
1.531
-0.370
-1.992
1.701
-1.173
-0.637
2.649
2.507
-1.341
2.317
2.175
-2.200
1.834
-2.089
-2.947
-2.126
-0.044
-0.926
-2.035
2.456
-0.782
0.753
2.317
0.287
1.129
-0.386
1.955
2.414
2.794
0.872
1.315
-0.910
1.050
1.262
-2.277
-0.339
1.170
0.759
0.599
1.306
-2.508
0.270
0.088
-1.865
2.814
2.067
1.296
1.968
0.242
-2.891
2.490
2.452
2.615
-1.165
-2.256
-1.776
0.138
0.428
-0.930
-1.302
-2.165
-2.314
0.491
-2.003
-0.580
1.580
-1.477
0.004
2.394
-1.769
1.670
1.765
-1.240
0.356
2.478
-0.278
2.323
-1.089
-0.184
1.428
-0.399
-0.057
0.944
1.376
-1.502
-0.239
-0.961
1.234
1.229
1.086
2.247
0.229
0.876
1.540
-0.139
0.330
1.624
0.607
-0.100
-1.654
-0.018
0.827
-0.925
-0.186
-0.120
-0.354
-0.663
-2.351
-1.495
0.707
2.404
2.422
-2.077
2.063
-2.099
-1.294
2.319
-2.703
2.235
-1.442
0.520
1.638
-1.088
0.098
-2.157
0.564
-2.247
2.439
0.247
-2.218
2.020
-2.435
-0.940
-2.400
1.012
-2.543
2.190
1.858
-0.266
2.562
1.998
-0.282
-2.661
-0.567
-2.372
2.133
-1.106
0.686
-1.297
0.430
2.457
1.903
-0.319
0.692
1.553
1.681
1.319
2.191
-2.083
-2.934
-2.286
-0.440
-1.547
-1.378
-2.814
-1.218
-2.141
0.320
2.531
2.390
-2.229
0.028
0.321
-0.784
-2.506
-2.393
0.386
-0.356
-2.020
-1.284
-0.664
0.758
-1.015
-1.723
-1.712
-2.523
1.870
-1.659
-0.889
-2.077
-0.881
0.458
-2.577
2.405
0.640
2.367
-1.583
-1.733
0.713
-0.396
2.383
-1.403
1.604
-2.815
-0.212
2.025
0.863
-2.026
-2.695
0.724
2.223
-1.070
1.403
-1.441
-1.717
-2.164
2.257
-1.403
-1.472
-2.367
-2.220
-0.819
-1.866
2.080
-1.970
1.021
2.210
0.665
-1.818
0.611
1.730
1.365
-0.501
0.409
-1.193
-0.759
-0.776
-1.328
1.713
-0.915
2.605
-0.098
-2.625
2.072
1.294
0.741
-2.213
-2.346
2.300
0.331
-0.080
2.393
-2.063
2.399
2.585
0.464
-2.055
-0.765
-1.642
-0.486
2.524
2.176
-0.015
-0.064
-0.137
-2.388
-2.180
2.006
0.161
0.249
-0.175
2.573
-2.711
0.777
2.810
0.749
-0.649
-0.128
1.232
0.709
0.728
-1.143
-2.795
-1.397
-2.466
-2.921
-0.872
2.435
-0.816
0.767
1.767
-0.416
1.668
1.589
1.215
1.842
1.692
-1.473
1.364
0.698
1.573
0.365
0.277
2.142
-1.431
1.432
0.760
0.346
-0.943
-1.834
-2.472
-0.488
1.144
1.869
-0.584
1.184
2.121
1.723
-1.417
-1.986
-2.555
-2.140
0.284
-1.309
1.058
-2.565
-0.823
1.978
-1.725
1.055
1.059
1.431
2.315
1.987
1.248
2.023
1.727
-2.131
2.566
-2.373
-2.835
0.287
-2.019
-0.523
1.983
2.000
1.443
0.440
1.120
-2.178
-1.179
1.200
0.810
0.414
-2.295
2.084
-1.643
1.806
-1.523
-2.578
-0.197
1.151
2.157
2.571
2.726
-2.688
-1.637
-1.518
-1.533
2.407
-2.512
2.205
2.652
0.188
1.326
-0.240
-0.450
-0.063
2.047
-0.181
2.154
-1.354
