ave
2.839
2.872
-2.528
-2.542
-1.272
-0.592
2.130
1.836
-0.240
1.269
0.329
1.819
1.332
-2.075
-1.191
-1.705
-2.212
-1.553
2.488
-0.151
1.662
-2.246
1.456
2.044
-0.164
0.631
-2.234
-1.633
-0.840
2.704
-1.889
-0.196
-0.141
0.078
0.138
2.376
-2.765
-1.622
0.273
0.095
-0.592
2.147
2.738
0.973
1.466
1.277
-0.909
-2.205
2.400
1.733
0.789
2.801
-1.536
0.202
-1.362
0.773
-1.695
0.472
1.625
-1.717
-1.426
-2.580
0.109
1.942
2.184
-0.711
-2.098
0.732
0.735
-2.617
1.188
-2.105
-0.506
0.101
0.201
-2.375
0.619
1.554
-2.817
2.117
-0.564
-1.880
2.310
-2.010
1.003
0.494
0.824
0.711
1.162
0.412
2.737
-1.146
0.338
-2.144
1.468
1.017
-2.681
-1.049
-2.450
1.817
1.305
-2.271
0.782
1.820
1.192
1.453
-1.518
1.413
1.411
-1.330
0.760
-1.367
-2.209
1.508
1.087
1.103
-2.215
2.429
2.418
1.652
-2.356
0.199
-1.545
0.773
0.795
-1.779
-1.105
-0.123
1.172
-0.609
-2.404
0.068
-1.309
-2.761
-2.617
-1.895
1.011
2.179
2.488
-1.035
0.829
2.459
-1.837
-1.913
-0.396
0.515
-2.434
-1.605
1.574
0.808
-1.934
0.855
2.037
-0.895
1.180
-2.813
-1.005
1.351
-2.464
1.311
-0.312
1.213
0.487
-1.484
0.147
-2.139
1.549
-1.814
0.864
-2.706
-1.036
0.459
-0.960
0.899
-2.119
-2.509
0.762
-1.620
-0.243
1.955
-1.983
-2.148
2.463
-1.566
1.556
2.271
1.306
-1.376
-1.709
-2.625
-2.334
0.618
-2.853
0.882
-1.809
2.670
0.866
-0.122
1.441
-0.553
-1.110
1.969
2.249
1.038
0.075
1.463
2.559
-1.332
2.226
-0.616
1.629
2.160
2.073
0.760
1.242
2.600
2.276
2.210
2.409
1.463
1.859
-1.385
-1.659
0.327
1.594
1.758
-0.601
0.460
0.562
1.114
0.193
1.145
0.353
-2.326
-0.056
-0.430
-0.341
0.243
1.603
-2.600
-0.661
-1.268
2.088
-1.832
-1.488
-0.384
0.173
-0.553
-2.166
-1.907
-0.041
0.384
-0.776
1.620
-0.625
-1.423
2.036
-1.032
0.436
2.640
-1.798
-2.792
-0.306
-2.461
-1.324
-2.874
0.494
-1.168
-1.860
-2.118
0.377
1.555
2.437
0.546
1.488
-1.290
-1.197
-2.558
1.659
-0.176
1.548
-1.838
-1.769
1.974
-0.075
-2.880
0.962
-0.383
1.412
0.295
-1.332
-1.935
1.025
-1.104
-0.850
2.048
0.724
-2.052
2.090
0.281
-1.645
-2.038
-2.893
0.831
-1.692
-2.633
-1.607
-0.289
2.460
2.030
-2.375
2.499
-0.166
0.304
2.314
1.827
-2.797
-2.261
-2.875
-0.096
-2.196
1.712
-1.564
1.560
1.916
-2.005
-1.490
1.028
1.693
-1.569
1.822
-0.412
-2.885
0.503
0.396
0.744
-2.071
-2.632
-0.541
1.670
-1.864
2.215
-0.792
0.362
-2.793
-2.702
1.898
2.324
-2.468
-1.900
1.412
-0.489
0.807
1.358
0.994
2.282
0.356
1.271
2.571
0.584
2.407
-1.701
-1.960
-2.384
1.997
1.671
-1.874
-0.847
1.565
-2.786
2.549
-0.425
1.427
-0.561
1.626
-2.785
-0.805
-1.647
2.162
1.651
2.017
-0.210
-2.068
0.104
2.701
1.631
0.153
0.109
2.270
-1.844
-1.769
2.657
1.622
-1.691
0.320
0.087
-0.651
-0.298
-1.316
2.510
0.885
1.274
-1.965
2.430
-2.773
-0.521
-1.243
-1.306
0.106
1.591
2.156
2.329
2.608
-0.799
-0.073
1.924
1.357
-1.131
2.633
1.772
-2.663
-1.696
1.747
-0.698
-0.671
2.697
1.635
-0.157
-0.655
1.509
-2.548
1.324
1.212
1.697
1.440
0.568
-2.163
-0.478
0.956
2.391
-2.639
0.837
-0.088
2.254
-1.455
1.914
0.800
-0.357
0.128
2.362
2.092
-0.637
0.132
-2.321
-0.177
-2.788
-1.794
1.568
1.383
-1.748
-2.115
-1.633
0.121
1.512
-2.902
-1.973
-1.131
-2.813
0.986
1.476
-0.278
1.852
0.818
1.977
1.134
-0.813
-0.696
1.785
0.855
-1.098
-1.756
-2.025
-0.432
-1.854
0.947
1.965
2.236
-1.653
2.040
-0.189
0.251
0.179
-0.208
0.401
0.532
-0.761
-1.124
-2.739
-2.213
-1.012
