ave
22.148
21.426
18.596
21.087
21.643
20.116
19.248
21.305
18.821
18.637
21.007
18.255
18.054
20.206
18.435
22.252
20.630
18.248
19.902
21.820
20.306
20.483
18.057
21.431
21.402
19.128
20.280
20.605
18.648
19.015
21.532
20.615
17.226
17.174
19.608
20.466
18.685
20.595
21.384
19.248
20.574
19.503
19.979
20.607
22.070
20.861
19.549
22.204
19.392
18.920
20.778
21.306
17.331
18.532
17.652
16.353
21.709
19.644
19.123
17.210
21.313
20.593
16.125
17.747
15.645
20.742
19.165
17.864
18.723
19.506
21.777
20.227
16.894
18.133
18.306
19.746
18.125
17.729
19.944
18.776
14.924
20.001
19.610
19.574
18.341
16.828
18.316
18.914
18.362
19.148
20.528
19.716
18.898
21.865
18.990
18.680
20.040
19.348
19.776
19.061
17.954
20.050
16.690
19.021
17.904
19.677
19.880
17.980
18.801
19.925
17.065
19.920
20.104
19.068
20.105
20.078
20.095
17.065
19.041
18.404
19.707
19.097
19.801
18.366
16.196
18.050
19.790
21.025
20.214
19.482
18.498
19.448
17.161
18.636
20.014
19.873
16.643
18.248
19.745
17.466
16.501
19.189
20.293
19.711
17.348
18.749
19.701
17.950
19.839
18.769
20.381
18.881
19.334
18.236
16.788
17.654
21.339
18.805
17.640
19.221
17.864
16.337
20.286
21.792
17.896
20.233
21.406
17.814
16.337
17.317
17.181
18.204
16.983
18.251
19.931
19.897
18.811
19.966
19.129
17.312
22.454
18.294
19.636
21.758
17.975
19.590
18.859
17.994
18.173
19.477
19.409
20.599
19.571
20.553
19.525
21.504
20.469
17.162
22.175
21.165
19.745
16.737
18.735
18.119
17.014
19.985
19.467
19.206
21.382
18.785
21.564
19.120
18.509
20.597
21.975
19.795
17.049
18.614
19.503
18.408
20.892
17.457
19.524
21.213
18.976
18.657
19.406
20.290
17.088
17.070
18.551
20.925
19.221
18.359
19.389
21.623
19.317
19.142
19.103
20.520
19.806
19.844
17.390
20.585
20.257
20.452
17.266
17.671
18.577
19.896
17.245
19.099
19.690
20.184
21.742
22.460
21.378
18.979
19.992
17.840
20.052
17.835
18.791
19.809
17.027
21.034
19.323
21.656
17.767
20.394
16.512
18.568
19.027
20.755
19.950
19.321
21.698
19.758
18.555
16.754
16.837
21.879
21.968
17.507
18.551
19.552
18.695
20.646
19.341
18.681
20.102
19.731
21.094
21.703
17.601
18.943
21.353
22.469
19.624
17.045
20.230
20.443
22.685
19.019
18.174
20.652
18.507
20.924
19.799
19.427
18.374
19.085
18.162
16.656
21.466
18.033
20.078
19.806
17.922
21.040
17.854
20.986
19.285
21.004
19.102
19.774
19.346
19.084
21.135
21.921
19.333
18.882
19.421
18.427
21.126
18.431
17.859
21.175
17.423
18.638
19.567
19.575
19.736
20.996
19.599
17.834
18.608
19.492
19.186
22.152
18.416
18.901
20.957
19.553
18.842
19.732
19.227
18.293
19.853
20.236
17.879
20.331
20.467
20.709
19.608
17.362
20.566
18.917
18.446
17.921
17.433
19.391
18.483
17.016
17.815
22.022
17.630
19.492
17.608
17.995
20.967
16.825
17.864
18.491
19.698
16.977
21.002
16.622
17.123
17.914
22.195
19.802
18.644
19.733
19.270
17.299
19.425
19.246
22.371
17.892
18.466
19.869
18.508
19.688
20.543
17.755
18.327
20.357
19.659
18.444
19.562
20.583
19.385
19.047
18.729
19.268
17.553
19.422
21.790
15.119
19.727
20.166
21.225
19.052
19.700
19.414
19.621
18.757
17.147
18.613
18.296
19.409
18.249
18.721
20.090
21.118
18.692
19.391
18.327
16.905
19.246
16.234
18.460
21.863
16.768
18.557
18.323
18.682
18.299
17.539
18.541
16.616
18.144
19.517
18.244
19.061
18.891
18.445
20.291
19.469
22.669
19.568
20.249
18.006
19.581
22.513
19.872
18.167
16.554
21.382
16.921
18.676
20.786
17.039
19.722
22.072
18.995
18.520
19.084
22.079
19.753
21.663
19.433
19.663
16.571
16.996
19.220
19.789
19.405
19.102
16.532
20.987
17.025
21.004
19.134
17.582
21.620
18.450
20.520
18.108
