146.000 6.000 0.000 0.000 0.000 0.000 32.016 32.280 30.364 30.676 31.016 30.083 29.155 27.857 29.155 28.231 28.231 27.313 26.926 26.926 26.401 25.495 26.401 25.080 25.495 25.495 24.597 24.166 23.259 23.259 23.259 21.932 0.000 21.471 20.616 19.698 19.698 19.313 18.385 18.028 18.028 17.088 16.492 16.492 16.279 16.279 16.125 16.125 16.031 16.031 16.031 16.031 17.029 16.031 16.031 16.031 16.031 16.125 15.133 0.000 0.000 0.000 0.000 0.000
146.000 6.000 0.000 0.000 0.000 0.000 30.806 31.048 29.120 30.364 29.732 29.732 28.792 27.857 27.857 26.926 27.857 26.926 25.632 26.000 25.080 25.080 25.080 23.770 24.698 24.166 24.166 22.847 22.847 22.847 22.847 21.541 0.000 20.248 19.313 19.313 18.385 18.974 18.974 16.763 16.763 16.155 15.524 16.279 16.279 15.133 16.125 15.133 16.031 15.000 16.000 15.000 15.000 16.031 16.000 16.031 16.000 15.033 15.033 0.000 0.000 0.000 0.000 0.000
146.000 6.000 0.000 0.000 0.000 0.000 26.401 26.401 25.807 26.627 26.077 26.077 24.698 24.187 24.187 24.187 23.324 23.707 22.825 21.954 22.361 21.471 21.954 20.125 21.095 20.591 20.591 20.125 19.235 19.235 19.235 19.235 0.000 17.889 17.000 17.000 16.125 16.125 16.125 15.811 15.264 14.422 14.213 14.213 13.454 13.454 13.454 13.454 14.213 13.454 13.454 13.454 13.454 13.454 13.454 13.454 13.454 12.728 12.728 0.000 0.000 0.000 0.000 0.000
146.000 6.000 0.000 0.000 0.000 0.000 30.232 31.064 29.682 29.155 28.653 28.653 27.295 27.295 27.295 25.942 26.833 26.833 25.495 25.942 25.495 25.060 24.597 23.707 23.259 23.259 23.259 22.361 22.361 22.361 21.024 21.471 0.000 20.591 20.591 19.698 19.235 19.235 18.358 17.493 17.205 15.811 16.401 15.620 15.620 14.866 15.556 15.556 15.556 14.866 15.620 15.620 15.000 15.620 15.000 14.866 14.213 14.866 14.866 0.000 0.000 0.000 0.000 0.000
146.000 6.000 0.000 0.000 0.000 0.000 30.676 32.280 30.083 30.806 29.614 29.614 28.636 28.443 27.459 27.459 27.459 26.476 26.476 26.476 26.476 26.306 25.318 24.515 25.318 24.331 24.331 23.195 23.345 22.361 22.361 22.361 0.000 21.378 20.396 20.396 18.248 19.235 18.439 17.464 17.464 17.088 16.763 16.155 16.155 15.652 15.652 14.765 15.264 15.264 15.264 15.811 15.264 16.643 15.264 15.264 14.422 14.765 14.765 0.000 0.000 0.000 0.000 0.000
146.000 6.000 0.000 0.000 0.000 0.000 29.682 28.302 29.411 29.411 28.425 27.203 25.807 27.019 26.249 26.249 25.612 25.612 26.249 24.839 23.431 24.839 23.431 24.759 22.023 21.932 21.932 21.260 22.672 21.260 21.260 20.518 0.000 19.105 19.849 17.804 18.439 17.029 17.029 16.401 15.000 15.811 15.811 15.264 13.892 14.318 14.318 14.318 13.000 14.866 13.928 13.928 13.601 13.928 13.601 14.866 13.601 13.928 13.000 0.000 0.000 0.000 0.000 0.000
146.000 6.000 0.000 0.000 0.000 0.000 28.844 28.302 28.302 27.785 26.420 26.833 25.060 25.495 25.495 24.597 24.597 24.166 24.166 23.259 23.259 23.259 21.932 22.361 21.932 21.932 21.024 21.024 21.024 19.698 20.616 19.698 0.000 18.385 18.385 17.464 17.000 15.652 15.652 15.264 15.264 13.892 14.422 13.601 14.213 13.601 14.213 13.454 13.454 13.454 14.142 13.454 14.142 14.213 13.454 14.142 13.454 12.728 12.728 0.000 0.000 0.000 0.000 0.000
146.000 6.000 0.000 0.000 0.000 0.000 32.985 31.780 31.780 31.575 30.414 30.414 29.428 29.275 28.284 28.284 27.166 26.077 27.074 25.179 26.173 25.179 25.080 24.187 24.083 24.083 23.195 23.195 23.087 23.195 21.095 22.204 0.000 20.100 19.235 20.224 19.235 18.248 17.464 16.279 16.492 15.524 15.811 15.811 14.866 15.232 14.318 14.765 14.422 14.422 14.422 14.422 15.264 14.422 14.422 15.264 14.422 14.422 13.892 0.000 0.000 0.000 0.000 0.000
146.000 6.000 0.000 0.000 0.000 0.000 27.893 28.862 28.160 28.460 27.857 26.926 25.632 26.000 24.698 24.698 24.698 24.166 22.847 23.770 22.847 22.472 21.932 21.541 21.541 21.541 20.616 20.248 20.616 20.248 19.313 19.313 0.000 18.028 18.028 17.088 15.811 15.811 15.811 15.524 14.318 14.318 13.342 14.142 13.153 13.038 13.038 12.042 13.000 13.038 12.042 13.038 13.000 14.000 12.042 12.042 12.042 12.042 12.042 0.000 0.000 0.000 0.000 0.000
146.000 6.000 0.000 0.000 0.000 0.000 29.411 27.514 27.514 26.926 26.926 26.000 26.000 25.080 24.597 24.597 23.707 23.707 22.825 22.361 22.361 22.361 21.024 21.024 21.024 21.024 20.125 20.125 20.125 20.125 19.235 18.788 0.000 17.889 17.464 17.464 16.553 14.866 14.866 14.866 14.866 12.649 14.560 13.601 14.142 12.166 11.045 14.000 13.038 14.000 12.042 13.038 14.142 14.000 13.000 13.153 14.000 12.166 11.045 0.000 0.000 0.000 0.000 0.000
