146.000 6.000 0.000 0.000 0.000 0.000 23.087 24.021 24.021 24.021 24.000 25.080 24.083 22.204 24.083 22.361 22.361 21.587 20.616 20.616 19.416 18.248 18.439 17.464 16.279 15.297 14.142 13.153 13.153 12.042 11.045 11.000 0.000 10.050 9.220 8.544 7.616 8.062 7.211 7.810 7.071 7.810 7.810 8.602 8.062 7.616 8.544 8.544 9.220 9.220 9.055 9.055 9.000 9.000 9.055 9.055 9.055 9.220 9.220 0.000 0.000 0.000 0.000 0.000
146.000 6.000 0.000 0.000 0.000 0.000 25.239 25.239 25.000 25.000 25.495 24.759 23.345 24.042 22.672 22.672 22.023 21.401 20.616 20.000 19.209 18.439 17.029 17.029 15.620 14.866 14.142 13.454 12.728 12.042 11.402 10.817 0.000 9.849 9.849 9.487 10.440 9.220 10.050 10.000 10.000 10.050 10.198 10.198 10.440 10.440 10.770 10.770 10.770 10.296 11.180 10.817 10.817 10.817 10.817 11.402 10.630 10.630 11.314 0.000 0.000 0.000 0.000 0.000
146.000 6.000 0.000 0.000 0.000 0.000 23.601 25.495 26.077 27.659 24.698 23.854 25.554 22.204 23.409 19.698 20.125 21.190 20.248 19.925 17.088 18.028 16.763 15.811 15.232 15.232 13.928 13.000 13.416 11.662 11.662 10.817 0.000 9.220 9.899 9.220 8.602 8.062 7.616 8.544 8.246 8.246 8.246 9.055 9.000 9.000 9.055 9.055 9.055 9.220 9.220 9.220 9.487 9.487 9.487 9.849 8.944 9.434 9.434 0.000 0.000 0.000 0.000 0.000
146.000 6.000 0.000 0.000 0.000 0.000 25.554 26.077 25.239 26.401 25.612 25.495 25.495 24.042 24.042 22.672 22.672 21.260 21.260 19.849 19.209 18.439 18.439 16.279 16.279 15.556 15.556 14.142 12.728 12.806 11.402 11.402 0.000 10.296 9.487 9.220 9.220 9.055 9.000 9.000 9.055 10.198 10.440 9.487 9.849 9.849 11.180 10.296 10.817 10.817 10.817 10.817 10.630 11.402 11.314 10.630 11.402 11.402 11.402 0.000 0.000 0.000 0.000 0.000
146.000 6.000 0.000 0.000 0.000 0.000 27.166 26.306 27.459 26.683 27.659 26.249 26.249 25.632 26.000 24.698 23.259 23.259 22.361 21.024 20.125 20.125 17.889 17.889 16.155 16.155 15.232 14.866 13.601 12.369 12.369 12.166 0.000 11.000 11.000 10.050 10.198 9.487 9.849 10.296 9.434 10.817 10.000 10.630 10.630 11.314 10.630 11.314 11.402 11.402 12.207 10.817 11.662 11.662 12.083 11.180 11.705 11.705 11.705 0.000 0.000 0.000 0.000 0.000
146.000 6.000 0.000 0.000 0.000 0.000 25.612 26.249 25.495 25.456 26.173 25.495 24.839 24.207 24.207 23.601 23.601 21.633 20.248 19.416 19.416 19.416 17.205 16.401 16.401 15.620 14.213 13.454 13.601 12.728 11.314 12.042 0.000 9.434 10.296 8.944 8.544 8.246 9.055 8.062 8.000 9.055 9.055 8.246 9.220 8.544 9.487 9.849 9.849 8.944 9.434 9.434 9.434 9.434 9.220 9.220 9.220 9.220 8.485 0.000 0.000 0.000 0.000 0.000
146.000 6.000 0.000 0.000 0.000 0.000 27.203 26.926 26.926 27.295 26.683 27.459 28.443 26.077 26.019 26.019 24.000 23.000 22.000 21.024 21.000 20.000 19.000 18.028 18.000 16.031 16.031 14.142 14.142 13.153 12.369 12.369 0.000 10.770 10.296 10.296 10.000 9.220 8.485 9.220 8.602 9.434 8.944 8.944 8.544 8.544 9.487 9.220 9.220 9.220 9.055 9.055 9.000 9.000 9.000 9.055 8.062 8.062 8.246 0.000 0.000 0.000 0.000 0.000
146.000 6.000 0.000 0.000 0.000 0.000 27.313 26.833 26.401 27.295 26.420 26.077 26.627 25.807 25.000 25.000 24.207 23.431 22.804 21.401 20.616 20.000 18.601 18.028 17.205 17.205 16.643 15.264 14.765 13.416 13.000 13.000 0.000 11.402 11.180 10.198 10.050 11.000 10.050 10.050 9.487 9.487 9.487 9.849 9.849 9.434 9.434 9.434 10.000 9.220 9.220 9.899 9.899 9.220 9.220 9.220 8.602 8.602 8.944 0.000 0.000 0.000 0.000 0.000
146.000 6.000 0.000 0.000 0.000 0.000 25.239 26.926 26.627 27.803 27.203 26.249 26.173 26.173 25.456 24.759 24.083 23.345 22.672 21.260 21.260 20.518 19.105 17.692 17.692 16.971 16.279 15.620 14.866 14.213 13.454 13.601 0.000 11.180 11.180 10.770 10.440 10.198 11.045 10.050 10.000 10.000 10.050 9.055 9.220 9.220 9.487 9.487 9.849 9.849 9.849 8.944 9.434 9.434 10.000 9.434 9.220 9.220 9.220 0.000 0.000 0.000 0.000 0.000
146.000 6.000 0.000 0.000 0.000 0.000 26.870 28.320 26.907 28.425 27.803 27.203 26.627 26.926 25.554 25.554 24.698 24.187 24.187 22.825 22.825 21.471 20.591 19.235 19.235 18.358 17.493 16.125 15.811 15.000 13.601 14.213 0.000 12.728 12.042 12.042 11.402 10.817 10.296 10.296 9.849 10.770 10.440 10.198 10.198 10.050 10.050 9.055 10.000 9.000 10.000 10.050 9.055 9.055 9.055 9.220 8.544 8.544 8.544 0.000 0.000 0.000 0.000 0.000
