people
17.190
17.784
19.963
20.921
20.247
18.866
16.096
18.969
18.148
20.501
18.362
20.173
17.406
18.387
21.269
18.925
18.101
18.844
18.430
17.928
19.604
18.468
20.321
18.754
18.454
17.102
18.046
14.673
18.206
16.734
17.442
14.072
20.852
16.660
18.389
19.159
17.800
20.985
19.390
18.859
18.188
20.756
18.518
17.969
20.207
18.137
20.919
18.261
19.733
18.422
20.985
18.023
18.999
19.009
20.856
20.836
20.198
18.508
15.883
18.226
20.237
21.195
21.229
15.676
17.668
17.822
21.319
17.410
16.268
17.530
17.856
19.074
19.558
17.866
18.648
19.905
20.818
19.678
17.027
19.709
16.537
17.589
20.746
19.264
17.234
20.174
19.458
18.583
19.209
18.676
19.455
18.205
19.878
18.564
19.203
20.203
21.132
20.008
20.221
17.173
17.230
18.876
22.742
21.829
17.772
18.483
21.525
18.486
16.934
18.672
17.256
19.081
19.925
21.329
21.289
21.990
17.330
19.846
19.322
19.690
20.485
16.611
21.434
21.319
21.330
20.296
21.637
16.987
20.009
20.552
20.920
21.211
21.362
21.852
22.179
17.785
20.563
21.762
19.508
20.205
17.640
18.536
20.947
18.068
19.124
20.881
19.127
19.254
21.551
19.568
19.237
19.005
17.674
20.208
20.828
19.735
18.123
18.731
17.235
18.901
17.435
18.856
18.876
20.291
17.423
17.349
17.185
19.265
18.586
15.915
17.538
18.874
20.202
18.524
18.861
19.269
19.047
19.645
20.728
19.825
18.386
21.610
18.906
18.734
21.351
18.284
19.753
19.925
18.419
21.097
19.165
18.066
20.267
19.315
19.715
16.847
18.589
16.514
18.225
15.921
18.434
17.190
19.469
18.697
19.341
18.572
19.166
18.854
19.548
16.940
16.821
16.426
16.994
18.407
15.839
21.921
16.549
19.473
20.877
17.915
16.839
18.510
18.779
17.396
17.646
16.823
20.152
16.559
18.917
16.619
18.679
19.063
20.299
20.345
18.328
20.560
19.504
17.356
16.179
18.733
18.846
20.511
16.759
18.456
19.368
17.182
20.461
18.812
18.826
19.886
19.527
18.256
18.231
20.032
16.971
16.346
18.650
18.299
16.818
18.361
18.218
19.870
19.319
20.574
19.180
19.138
20.371
19.090
20.752
22.560
19.899
20.285
19.284
20.041
15.267
17.504
16.883
18.890
18.362
18.835
19.451
20.676
18.481
19.988
19.166
16.773
20.274
20.525
21.533
18.027
19.256
19.296
20.037
18.998
18.929
19.202
18.447
17.996
19.572
18.192
19.939
18.308
17.953
20.092
16.915
17.673
17.655
20.698
18.704
14.381
18.209
20.338
21.214
20.459
18.803
18.984
18.127
19.057
21.934
21.735
21.643
19.621
21.929
19.177
19.130
20.707
18.822
20.308
22.593
21.452
18.635
20.747
20.888
20.998
17.946
20.529
20.817
21.519
22.693
22.603
18.942
19.810
18.896
19.006
22.101
19.241
18.212
19.654
21.903
21.728
22.527
21.823
20.130
22.234
22.368
22.446
19.185
19.060
21.463
18.636
21.130
20.488
17.401
19.591
19.750
20.044
19.755
18.908
19.405
17.232
20.456
19.348
20.975
17.807
18.249
19.370
19.899
19.003
19.187
16.709
18.216
18.663
19.811
18.853
17.866
17.304
17.488
17.894
17.607
19.570
21.967
17.991
19.159
19.890
19.298
18.164
19.514
17.173
16.592
19.382
19.659
18.818
17.886
20.099
18.628
19.221
18.413
15.363
15.679
18.218
18.092
16.952
14.809
15.561
15.696
19.100
18.363
18.238
16.664
17.637
15.787
18.700
20.787
20.384
18.321
19.402
16.565
19.491
20.261
19.636
20.036
18.881
17.854
21.643
17.894
19.891
18.643
20.735
19.282
19.434
20.135
21.082
17.568
18.299
18.169
21.624
17.311
17.837
18.322
18.603
18.875
15.327
16.527
16.513
16.432
20.483
18.669
17.101
17.169
17.774
20.397
17.203
20.114
17.585
20.617
19.113
19.126
21.036
20.987
17.423
18.672
16.795
16.162
18.936
19.149
17.520
18.648
18.412
18.256
14.257
16.251
17.337
17.757
19.281
18.238
18.500
18.674
17.011
17.323
18.549
20.492
20.365
21.835
19.864
20.591
18.145
18.797
20.535
20.486
21.199
20.032
21.882
