,no-people,people
1360,17.63,21.024
1361,18.542,20.156
1362,18.483,21.653
1363,18.572,19.667
1364,17.416,20.289
1365,19.619,21.018
1366,16.874,19.486
1367,17.217,20.855
1368,19.755,19.935
1369,19.375,21.538
1370,17.923,19.828
1371,17.862,19.714
1372,19.391,20.703
1373,21.613,19.523
1374,19.006,20.183
1375,18.992,19.547
1376,19.877,22.241
1377,19.914,17.771
1378,17.192,20.662
1379,18.359,19.046
1380,16.117,20.663
1381,19.518,19.405
1382,18.391,17.913
1383,17.763,18.359
1384,16.516,19.272
1385,19.219,20.439
1386,18.214,16.946
1387,17.821,17.557
1388,19.486,19.445
1389,19.911,17.267
1390,20.018,17.412
1391,19.592,18.137
1392,17.259,17.359
1393,17.124,21.84
1394,20.927,21.815
1395,17.738,16.969
1396,17.688,18.734
1397,19.691,21.66
1398,19.006,21.027
1399,19.48,18.345
1400,19.799,17.81
1401,19.486,17.267
1402,15.211,18.693
1403,19.965,19.737
1404,19.514,21.519
1405,22.164,20.463
1406,19.687,18.688
1407,19.403,21.467
1408,21.319,17.14
1409,19.076,19.494
1410,16.727,18.35
1411,18.947,17.599
1412,19.939,20.83
1413,17.446,20.252
1414,19.817,18.104
1415,18.499,20.761
1416,19.328,18.198
1417,18.197,17.719
1418,18.48,16.823
1419,18.765,18.338
1420,18.341,14.845
1421,18.458,15.937
1422,15.335,20.243
1423,19.266,20.578
1424,18.227,19.858
1425,18.467,19.289
1426,18.175,20.297
1427,17.058,17.009
1428,18.932,19.115
1429,18.205,20.276
1430,19.267,16.834
1431,18.526,21.415
1432,16.497,18.36
1433,19.059,17.979
1434,17.174,17.836
1435,15.903,18.986
1436,18.498,22.674
1437,17.766,21.708
1438,18.413,19.089
1439,19.444,24.23
1440,18.636,21.235
1441,19.089,17.657
1442,19.828,20.402
1443,19.468,17.547
1444,17.692,21.183
1445,17.223,21.157
1446,19.605,22.716
1447,19.266,20.642
1448,19.524,20.841
1449,19.763,19.041
1450,18.109,20.763
1451,16.744,18.83
1452,16.635,18.606
1453,18.17,17.829
1454,18.073,17.693
1455,17.927,20.062
1456,21.102,20.245
1457,19.264,18.818
1458,19.491,19.158
1459,17.613,17.716
1460,17.061,17.346
1461,16.886,17.52
1462,16.27,19.598
1463,17.667,20.218
1464,17.493,17.739
1465,17.643,19.46
1466,18.21,17.401
1467,19.304,16.798
1468,18.126,20.434
1469,16.47,17.297
1470,17.644,18.1
1471,17.836,20.058
1472,17.266,19.07
1473,18.394,18.221
1474,19.112,20.425
1475,18.597,16.988
1476,19.165,17.713
1477,19.959,18.235
1478,19.259,19.534
1479,18.585,21.995
1480,18.646,19.539
1481,16.223,18.316
1482,16.974,16.344
1483,19.207,19.571
1484,18.9,16.573
1485,16.955,18.688
1486,21.107,21.12
1487,16.153,18.842
1488,19.563,17.85
1489,17.158,17.056
1490,21.535,16
1491,18.619,18.769
1492,21.194,21.263
1493,18.584,20.478
1494,21.7,18.827
1495,18.751,19.739
1496,16.608,18.572
1497,20.51,17.747
1498,17.006,19.319
1499,19.221,17.433
1500,19.445,16.944
1501,17.291,19.74
1502,16.193,17.763
1503,18.365,17.729
1504,18.445,18.455
1505,21.437,21.05
1506,21.083,20.959
1507,18.295,20.922
1508,14.487,20.701
1509,19.34,20.186
1510,17.954,19.34
1511,17.879,19.291
1512,16.465,17.014
1513,17.538,19.094
1514,16.518,19.438
1515,21.45,17.727
1516,17.279,20.573
1517,20.486,20.123
1518,18.41,20.003
1519,19.444,17.406
1520,18.587,21.807
1521,17.28,18.637
1522,17.251,18.445
1523,20.499,20.124
1524,18.203,20.264
1525,17.093,19.423
1526,18.596,20.121
1527,18.136,19.173
1528,17.573,18.674
1529,19.055,20.741
1530,17.761,21.021
1531,19.922,19.687
1532,18.465,19.042
1533,20.103,21.762
1534,18.889,19.167
1535,17.2,21.301
1536,19.042,21.166
1537,20.155,17.775
1538,18.386,20.278
1539,19.501,20.97
1540,18.663,21.113
1541,17.926,18.39
1542,20.703,19.89
1543,17.488,19.312
1544,19.04,20.589
1545,17.258,19.084
1546,17.433,18.88
1547,18.474,22.991
1548,19.205,23.343
1549,20.874,19.044
1550,19.452,19.084
1551,15.002,20.777
1552,17.733,21.099
1553,17.983,20.577
1554,20.237,21.16
1555,18.112,20.34
1556,20.573,20.814
1557,17.096,20.846
1558,17.341,20.911
1559,20.183,20.018
1560,16.706,19.762
1561,20.967,17.595
1562,18.286,20.758
1563,18.6,19.691
1564,15.87,20.372
1565,16.806,19.71
1566,18.449,16.395
1567,17.96,16.989
1568,18.027,15.231
1569,20.47,16.522
1570,17.356,18.213
1571,20.752,19.091
1572,21.311,15.485
1573,18.815,15.605
1574,21.868,17.136
1575,17.286,17.628
1576,18.65,15.743
1577,21.217,17.264
1578,20.172,18.595
1579,22.395,19.091
1580,20.379,18.293
1581,18.413,18.81
1582,20.086,18.527
1583,19.332,19.242
1584,20.153,17.972
1585,20.153,19.796
1586,20.153,21.094
1587,20.153,20.69
1588,20.153,18.183
1589,20.153,18.981
1590,20.153,19.104
1591,20.153,18.192
1592,20.153,17.584
1593,20.153,19.092
1594,20.153,22.081
1595,20.153,20.094
1596,20.153,18.693
1597,20.153,18.75
1598,20.153,19.956
1599,20.153,17.591
1600,20.153,18.567
1601,20.153,17.965
1602,20.153,20.563
1603,20.153,19.441
1604,20.153,16.747
1605,20.153,18.713
1606,20.153,14.489
1607,20.153,16.891
1608,20.153,15.344
1609,20.153,17.514
1610,20.153,16.641
1611,20.153,15.261
1612,20.153,19.513
1613,20.153,21.073
1614,20.153,21.162
1615,20.153,16.917
1616,20.153,18.669
1617,20.153,19.099
1618,20.153,19.325
1619,20.153,19.19
1620,20.153,18.361
1621,20.153,20.313
1622,20.153,19.742
1623,20.153,16.224
1624,20.153,20.19
1625,20.153,21.684
1626,20.153,21.366
1627,20.153,18.179
1628,20.153,20.677
1629,20.153,18.647
1630,20.153,22.013
1631,20.153,16.962
1632,20.153,19.334
1633,20.153,19.339
1634,20.153,18.725
1635,20.153,19.325
1636,20.153,20.527
1637,20.153,19.636
1638,20.153,20.798
1639,20.153,19.595
1640,20.153,18.088
1641,20.153,18.314
1642,20.153,18.023
1643,20.153,20.531
1644,20.153,17.768
1645,20.153,19.521
1646,20.153,17.528
1647,20.153,18.222
1648,20.153,19.424
1649,20.153,18.278
1650,20.153,16.947
1651,20.153,16.537
1652,20.153,19.223
1653,20.153,16.067
1654,20.153,17.265
1655,20.153,18.345
1656,20.153,17.915
1657,20.153,18.412
1658,20.153,16.169
1659,20.153,17.385
1660,20.153,17.025
1661,20.153,17.748
1662,20.153,16.468
1663,20.153,19.504
1664,20.153,17.297
1665,20.153,18.397
1666,20.153,19.096
1667,20.153,18.803
1668,20.153,19.074
1669,20.153,17.651
1670,20.153,15.561
1671,20.153,19.218
1672,20.153,18.598
1673,20.153,16.313
1674,20.153,17.135
1675,20.153,16.209
1676,20.153,18.865
1677,20.153,17.296
1678,20.153,16.939
1679,20.153,20.621
1680,20.153,20.807
1681,20.153,19.02
1682,20.153,18.822
1683,20.153,22.466
1684,20.153,19.572
1685,20.153,19.413
1686,20.153,19.021
1687,20.153,19.717
1688,20.153,17.551
1689,20.153,19.279
1690,20.153,18.403
1691,20.153,17.881
1692,20.153,19.764
1693,20.153,17.805
1694,20.153,17.504
1695,20.153,17.333
1696,20.153,19.644
1697,20.153,17.167
1698,20.153,16.283
1699,20.153,17.806
1700,20.153,18.087
1701,20.153,19.716
1702,20.153,18.832
1703,20.153,20.306
1704,20.153,20.308
1705,20.153,20.002
1706,20.153,18.899
1707,20.153,20.889
1708,20.153,20.016
1709,20.153,18.569
1710,20.153,17.911
1711,20.153,20.571
1712,20.153,17.611
1713,20.153,17.221
1714,20.153,18.304
1715,20.153,17.015
1716,20.153,17.456
1717,20.153,18.221
1718,20.153,19.333
1719,20.153,20.094
1720,20.153,17.549
1721,20.153,17.14
1722,20.153,19.108
1723,20.153,20.034
1724,20.153,17.363
1725,20.153,17.743
1726,20.153,18.023
1727,20.153,18.497
1728,17.26,19.034
1729,17.26,16.579
1730,17.26,16.8
1731,17.26,18.276
1732,17.26,18.538
1733,17.26,17.125
1734,17.26,18.924
1735,17.26,18.973
1736,17.26,20.859
1737,17.26,17.898
1738,17.26,18.569
1739,17.26,19.759
1740,17.26,17.806
1741,17.26,20.65
1742,17.26,19.055
1743,17.26,18.023
1744,17.26,18.519
1745,17.26,18.922
1746,17.26,17.257
1747,17.26,18.576
1748,17.26,16.287
1749,17.26,16.47
1750,17.26,19.154
1751,17.26,19.548
1752,17.26,18.593
1753,17.26,21.18
1754,17.26,18.556
1755,17.26,18.337
1756,17.26,18.741
1757,17.26,20.724
1758,17.26,18.295
1759,17.26,21.353
1760,17.26,21.694
1761,17.26,21.498
1762,17.26,18.383
1763,17.26,19.369
1764,17.26,19.522
1765,17.26,19.787
1766,17.26,20.259
1767,17.26,18.621
1768,17.26,17.582
1769,17.26,19.563
1770,17.26,19.478
1771,17.26,21.775
1772,17.26,18.746
1773,17.26,18.388
1774,17.26,18.459
1775,17.26,18.402
1776,17.26,19.996
1777,17.26,17.218
1778,17.26,16.86
1779,17.26,17.529
1780,17.26,18.632
1781,17.26,19.132
1782,17.26,18.298
1783,17.26,21.118
1784,17.26,18.92
1785,17.26,18.676
1786,17.26,21.794
1787,17.26,22.487
1788,17.26,18.849
1789,17.26,21.04
1790,17.26,17.654
1791,17.26,21.193
1792,17.26,20.128
1793,17.26,18.828
1794,17.26,18.401
1795,17.26,18.857
1796,17.26,17.985
1797,17.26,19.706
1798,17.26,18.553
1799,17.26,19.952
1800,17.26,21.774
1801,17.26,17.278
1802,17.26,17.088
1803,17.26,18.392
1804,17.26,21.245
1805,17.26,19.065
1806,17.26,18.973
1807,17.26,19.094
1808,17.26,16.62
1809,17.26,18.239
1810,17.26,20.477
1811,17.26,15.849
1812,17.26,16.37
1813,17.26,18.901
1814,17.26,18.345
1815,17.26,20.432
1816,17.26,20.652
1817,17.26,22.418
1818,17.26,22.761
1819,17.26,20.564
1820,17.26,19.435
1821,17.26,22.004
1822,17.26,19.482
1823,17.26,19.577
1824,17.26,18.431
1825,17.26,16.326
1826,17.26,20.05
1827,17.26,17.957
1828,17.26,17.49
1829,17.26,19.225
1830,17.26,22.171
1831,17.26,19.123
1832,17.26,19.681
1833,17.26,21.279
1834,17.26,21.356
1835,17.26,19.43
1836,17.26,21.195
1837,17.26,18.788
1838,17.26,17.399
1839,17.26,20.553
1840,17.26,20.501
1841,17.26,17.149
1842,17.26,19.495
1843,17.26,20.741
1844,17.26,21.917
1845,17.26,19.094
1846,17.26,17.256
1847,17.26,20.794
1848,17.26,21.033
1849,17.26,18.055
1850,17.26,19.781
1851,17.26,20.612
1852,17.26,18.601
1853,17.26,17.661
1854,17.26,17.046
1855,17.26,19.998
1856,17.26,19.161
1857,17.26,20.281
1858,17.26,19.811
1859,17.26,19.744
1860,17.26,20.333
1861,17.26,16.724
1862,17.26,16.693
1863,17.26,18.269
1864,17.26,17.889
1865,17.26,20.18
1866,17.26,21.174
1867,17.26,22.092
1868,17.26,19.66
1869,17.26,17.411
1870,17.26,19.293
1871,17.26,21.081
1872,18.159,19.513
1873,18.159,20.717
1874,18.159,19.622
1875,18.159,18.225
1876,18.159,18.02
1877,18.159,18.432
1878,18.159,14.829
1879,18.159,19.552
1880,18.159,16.229
1881,18.159,16.811
1882,18.159,17.005
1883,18.159,17.303
1884,18.159,17.159
1885,18.159,17.417
1886,18.159,17.866
1887,18.159,16.866
1888,18.159,19.666
1889,18.159,20.509
1890,18.159,19.595
1891,18.159,17.514
1892,18.159,17.953
1893,18.159,19.434
1894,18.159,22.716
1895,18.159,17.56
1896,18.159,18.056
1897,18.159,19.638
1898,18.159,19.293
1899,18.159,18.393
1900,18.159,19.224
1901,18.159,18.353
1902,18.159,20.504
1903,18.159,18.5
1904,18.159,18.914
1905,18.159,20.036
1906,18.159,18.973
1907,18.159,19.02
1908,18.159,22.6
1909,18.159,18.918
1910,18.159,21.891
1911,18.159,17.952
1912,18.159,17.457
1913,18.159,19.082
1914,18.159,21.354
1915,18.159,17.303
1916,18.159,17.925
1917,18.159,17.469
1918,18.159,17.657
1919,18.159,16.57
1920,18.159,18.548
1921,18.159,18.081
1922,18.159,14.098
1923,18.159,17.309
1924,18.159,17.666
1925,18.159,17.91
1926,18.159,17.032
1927,18.159,20.592
1928,18.159,19.34
1929,18.159,15.306
1930,18.159,18.736
1931,18.159,18.555
1932,18.159,20.789
1933,18.159,18.726
1934,18.159,19.132
1935,18.159,21.211
1936,18.159,17.372
1937,18.159,21.365
1938,18.159,21.476
1939,18.159,20.844
1940,18.159,19.223
1941,18.159,19.419
1942,18.159,20.562
1943,18.159,19.695
1944,18.159,22.173
1945,18.159,18.834
1946,18.159,20.912
1947,18.159,17.804
1948,18.159,18.145
1949,18.159,19.349
1950,18.159,18.258
1951,18.159,16.648
1952,18.159,19.587
1953,18.159,16.701
1954,18.159,18.692
1955,18.159,17.703
1956,18.159,16.64
1957,18.159,18.479
1958,18.159,18.462
1959,18.159,19.455
1960,18.159,17.269
1961,18.159,19.557
1962,18.159,19.683
1963,18.159,20.325
1964,18.159,19.476
1965,18.159,19.102
1966,18.159,21.857
1967,18.159,19.598
1968,18.159,17.288
1969,18.159,18.954
1970,18.159,20.901
1971,18.159,18.642
1972,18.159,19.712
1973,18.159,19.407
1974,18.159,21.112
1975,18.159,19.332
1976,18.159,19.632
1977,18.159,18.623
1978,18.159,17.618
1979,18.159,17.632
1980,18.159,17.369
1981,18.159,18.68
1982,18.159,16.769
1983,18.159,16.827
1984,18.159,18.71
1985,18.159,19.175
1986,18.159,19.308
1987,18.159,21.392
1988,18.159,18.339
1989,18.159,18.946
1990,18.159,16.716
1991,18.159,16.247
1992,18.159,20.022
1993,18.159,16.061
1994,18.159,18.043
1995,18.159,19.351
1996,18.159,20.68
1997,18.159,19.137
1998,18.159,17.053
1999,18.159,17.987
2000,18.159,18.869
2001,18.159,17.637
2002,18.159,14.412
2003,18.159,17.395
2004,18.159,16.44
2005,18.159,19.113
2006,18.159,17.389
2007,18.159,19.788
2008,18.159,21.141
2009,18.159,19.898
2010,18.159,18.339
2011,18.159,20.299
2012,18.159,18.541
2013,18.159,17.55
2014,18.159,17.031
2015,18.159,20.926
2016,20.898,19.496
2017,18.691,17.859
2018,19.785,17.415
2019,18.483,19.528
2020,19.251,18.271
2021,18.142,18.188
2022,19.158,18.734
2023,18.655,19.857
2024,20.365,19.301
2025,18.034,18.512
2026,20.606,18.446
2027,16.527,19.826
2028,18.515,18.348
2029,17.499,18.35
2030,19.389,18.714
2031,16.537,19.452
2032,19.918,19.362
2033,18.599,17.54
2034,20.714,19.814
2035,18.323,17.398
2036,18.143,19.317
2037,18.765,19.422
2038,20.883,17.159
2039,18.231,16.859
2040,21.031,20.9
2041,17.657,19.635
2042,19.23,18.568
2043,20.837,20.301
2044,21.045,19.034
2045,18.329,20.355
2046,18.706,19.248
2047,20.395,21.31
2048,19.288,19.456
2049,17.407,19.877
2050,19.047,21.905
2051,20.715,21.642
2052,19.322,16.776
2053,18.078,17.328
2054,19.71,19.699
2055,16.566,18.804
2056,17.675,17.89
2057,20.423,20.245
2058,17.435,19.056
2059,17.198,16.782
2060,19.261,18.147
2061,17.788,19.348
2062,19.359,20.008
2063,18.495,19.272
2064,19.042,19.815
2065,15.6,18.459
2066,20.893,21.148
2067,18.801,18.517
2068,18.222,17.321
2069,18.938,18.626
2070,19.3,20.946
2071,19.636,20.283
2072,16.371,18.136
2073,18.703,17.221
2074,21.428,18.068
2075,20.602,19.135
2076,21.849,19.171
2077,20.574,18.917
2078,21.938,19.797
2079,19.044,19.692
2080,16.351,19.112
2081,18.628,18.176
2082,20.167,17.477
2083,17.958,19.518
2084,17.742,17.632
2085,21.868,19.862
2086,17.787,20.009
2087,19.613,18.37
2088,21.317,19.352
2089,20.973,20.507
2090,18.688,19.493
2091,19.009,19.894
2092,19.892,19.733
2093,19.651,17.961
2094,19.103,18.393
2095,18.18,17.915
2096,19.635,20.567
2097,17.323,19.822
2098,19.167,20.589
2099,19.755,23.349
2100,19.29,17.994
2101,17.875,18.833
2102,20.23,20.607
2103,19.853,18.234
2104,18.567,20.934
2105,18.004,21.844
2106,20.501,19.655
2107,19.924,19.218
2108,20.438,18.529
2109,19.636,22.879
2110,17.426,17.868
2111,19.392,18.701
2112,21.589,20.178
2113,19.245,18.549
2114,19.463,21.443
2115,19.902,19.477
2116,21.254,20.239
2117,21.332,18.773
2118,21.605,18.682
2119,19.542,18.085
2120,22.083,20.433
2121,18.194,23.357
2122,18.394,18.93
2123,17.284,19.894
2124,19.329,20.286
2125,18.418,19.176
2126,18.267,19.226
2127,19.146,20.89
2128,18.807,18.709
2129,19.374,19.152
2130,19.171,19.051
2131,19.606,20.465
2132,17.473,19.348
2133,17.142,21.907
2134,22.189,22.024
2135,19.061,21.311
2136,18.562,20.205
2137,16.931,20.031
2138,19.564,17.352
2139,19.351,18.202
2140,20.598,20
2141,19.985,18.483
2142,19.945,19.052
2143,21.467,18.464
2144,21.909,19.716
2145,19.063,21.781
2146,19.96,18.748
2147,20.751,20.049
2148,19.829,22.667
2149,16.508,20.198
2150,22.257,19.386
2151,18.616,20.342
2152,20.279,17.554
2153,15.435,19.53
2154,19.773,16.638
2155,20.202,17.637
2156,18.994,19.757
2157,22.522,16.188
2158,22.299,18.209
2159,18.359,18.629
